Review,Date posted,Reference url
"dealer called today, our Hybrid AWD Cruiser will be in by end of next week",2019-Jul-16,whrl.pl/RfRLy4
"SmeggySmeg writes...dealer called today, our Hybrid AWD Cruiser will be in by end of next weekSo how long was the wait overall?",2019-Jul-16,whrl.pl/RfRLDr
"Gurya writes...I was thinking about getting the nutmeg interior as our current car has black and I’m bit over it. But really want to see it in person before I make that decisionWe sat in a nutmeg one and ordered the black (AWD Cruiser). I like the idea of a lighter colour (less heat in summer) but having had black leather before, decided to continue with it.",2019-Jul-16,whrl.pl/RfRLFE
If you want the current RAV4 manual: http://toyotamanuals.com.au/docs/rav4-hybrid-owners-manual-mar-19-current/ – PDF you can look through. Handy if you want to know how something works before a test drive.,2019-Jul-16,whrl.pl/RfRLIf
"jacknomiz writes...So is this annual service cost for the Hybrid?1-5 years – $210 plus $144what is the serving interval? 10,000km or 15,000km?I cannot find the serving schedule in toyota official website.",2019-Jul-16,whrl.pl/RfRLLm
"MMC writes...If you want the current RAV4 manual: http://toyotamanuals.com.au/docs/rav4-hybrid-owners-manual-mar-19-current/ – PDF you can look through. Handy if you want to know how something works before a test drive.Thanks for this, I been looking for this without success.",2019-Jul-16,whrl.pl/RfRLLN
"manyhk writes...what is the serving interval? 10,000km or 15,000km?12 months or 15,000km, whichever comes first.",2019-Jul-16,whrl.pl/RfRLQL
think it will be 8 weeks from order to delivery,2019-Jul-16,whrl.pl/RfRMpt
"I have a 2019 RAV4, got it a week or so ago..The only thing I've noticed that I find annoying to me, is the school zone warnings.Is there a way to turn those off?I'm ok with the speed warning and the Red light/speed camera warnings, it's just the school zone one, we tend to drive through a lot of them, but rarely at times when they apply, but the warnings happen regardless of what time/day it is.",2019-Jul-17,whrl.pl/RfRMJw
"You can, in detailed navigation settings I think. Its terrible as it warns like 3-4 times from approaching to end of school zone. Wish it worked with the clock.",2019-Jul-17,whrl.pl/RfRMLa
iMax_SaMeeR< writes...Wish it worked with the clock.Same thats my only complaint as its useful during school hours but telling me about it at midnight is a little silly =P,2019-Jul-19,whrl.pl/RfRRzb
Does anyone know what the current wait time is on ordering a new rav4? Dealer says 4 to 6 months. Does that sound about right?,2019-Jul-19,whrl.pl/RfRRD9
Driver6M writes...Dealer says 4 to 6 months. Does that sound about right?Sounds about right – we put a deposit down a bit over a week ago and the dealer said it *should* be October production run so I guess that's about 4-5months?,2019-Jul-19,whrl.pl/RfRRMw
Been waiting for 2 months for my car to arrive. Still no news... sigh...,2019-Jul-19,whrl.pl/RfRRXz
Me too. Ordered mine mid May and was told it would be around a 4 month wait. Haven’t heard from the dealer yet emailed and found he’s on leave till end of July so frustrating. As to petrol do people just use 91 or higher?,2019-Jul-19,whrl.pl/RfRR6V
"the_rats_girl writes...As to petrol do people just use 91 or higher?91, no real performance/economy benefit using anything higher",2019-Jul-19,whrl.pl/RfRTe9
"mpk- writes...91, no real performance/economy benefit using anything higherInterestingly there is a sticker next to the petrol filler cap that says it is ok to use petrol with ethanol.",2019-Jul-20,whrl.pl/RfRTxq
"A friend of mine has gone to buy a RAV4 but has been told there is a 4 month wait, is this what others are experiencing or is it this dealer?",2019-Jul-20,whrl.pl/RfRTOp
"It is worth taking a look at the manual for the warranty and servicing schedule. That gives expected hours for each service through first 16 years (192 months) or 240,000km. The manuals for the RAV4 and most recent Toyotas are available on line at toyotamanuals.com.auYou can also use this site for a short term access (at moderate cost) to the Repair Manual for your vehicle, if there is a particular area of the vehicle that you want to investigate.It would not be reasonable to expect workshop labour prices to be fixed out for 16 years, so I expect growth in service costs over time",2019-Jul-20,whrl.pl/RfRTZn
Four months for a Hybrid is about correct at present. I ordered one on 1 June 2019 and can expect it September or October. Non-hybrids are quicker,2019-Jul-20,whrl.pl/RfRTZB
"Maybe after today’s review in the Age, comparing the mainstream small SUVs, the RAV4 is going to have an even longer wait list!",2019-Jul-20,whrl.pl/RfRVDD
"Rang dealer today. Confirmed 4 month wait for my order, 5 at the latest. Seems like thats the average wait time at the moment.",2019-Jul-20,whrl.pl/RfRVOg
"Robinbb writes...Maybe after today’s review in the Age, comparing the mainstream small SUVs, the RAV4 is going to have an even longer wait list!https://youtu.be/JIBf1ui4s2c",2019-Jul-21,whrl.pl/RfRV3h
Any idea when the 2020/21 RAV4 will be released? Will we get ventilated seats and two tone paint options as in US and Europe?,2019-Jul-21,whrl.pl/RfRWiB
grahampeters writes...It would not be reasonable to expect workshop labour prices to be fixed out for 16 yearsNot sure where you got the notion of fixed price servicing for 16 years. It’s always been 3-5 years fixed (dependent on yr/kms) since Toyota introduced it. The contract of sale normally has these details.,2019-Jul-21,whrl.pl/RfRWym
"bb4sr7 writes...Any idea when the 2020/21 RAV4 will be released? Will we get ventilated seats and two tone paint options as in US and Europe?Ah, ventilated seats on in the Edge now.  Might flow down to other models ""one day"" but there won't be any significant changes to range or options here for a year or so.",2019-Jul-21,whrl.pl/RfRWGz
"Apple to the core writes...Ah, ventilated seats on in the Edge now.  Might flow down to other models ""one day"" but there won't be any significant changes to range or options here for a year or so.It's a shame they didn't include them in the Hybrid Cruiser model this generation. Whilst heated seats are handy in winter, living in Perth I would much prefer ventilated seats. Why they don't at least offer it as an option is beyond belief!",2019-Jul-22,whrl.pl/RfRXX5
"alsheps writes...I'm ok with the speed warning and the Red light/speed camera warnings, it's just the school zone one, we tend to drive through a lot of them, but rarely at times when they apply, but the warnings happen regardless of what time/day it is.I think it's one warning out, all out, which is a bit annoying. I've noticed that when I leave work and turn away from the school zone, without ever entering it. The warning ""caution entering school zone"" chimes in even though, I've not entered and in fact am driving away from it.",2019-Jul-22,whrl.pl/RfRXYD
Whats the best deal for GX Petrol FWD people have got ? In Adelaide here there seems to be no room for negotiation at all.I am considering CRV AWD also due its space especially for 2nd row.,2019-Jul-22,whrl.pl/RfRYf9
"Recommend you go to Cornes Toyota, usually can get 7% – 9% discount for RAV4",2019-Jul-22,whrl.pl/RfRYtm
"softkun123 writes...Whats the best deal for GX Petrol FWD people have got ?Should be able to easily get it down to $33,500 also don't forget to remove the sat nav optional feature for $1000 or so in savings. Just pick the standard white paint to save $600 over the ""premium"" ones.That was from maybe a month ago so you may even be able to get an even better deal now since nearly all the hype is for the hybrid model.",2019-Jul-22,whrl.pl/RfRYJB
softkun123 writes...In Adelaide here there seems to be no room for negotiation at all.There is always room to negotiate. Your aiming for 5 to 10 percent off drive away.,2019-Jul-22,whrl.pl/RfRYNb
"So Corolla got some 2020 updates and options today (https://www.caradvice.com.au/777599/2019-toyota-corolla/) previously unavailable, including two-color paint. Is current RAV4 2020 or 2019 model?",2019-Jul-22,whrl.pl/RfRY1n
bb4sr7 writes...Is current RAV4 2020 or 2019 model?2019,2019-Jul-23,whrl.pl/RfRZrN
"Anyone in Sydney who purchased recently and achieved  some discounts, can you PM me the details please.Thx",2019-Jul-23,whrl.pl/RfRZxb
"Anybody used motor scout to source RAV4, I wonder if they managed to get more than 10% discount.",2019-Jul-23,whrl.pl/RfRZ1l
"Driver6M writes...There is always room to negotiate. Your aiming for 5 to 10 percent off drive away.Not necessarily. If dealers are moving vehicles at RRP easily, they dont really have any real enticement to discount vehicles.Once the hype does down, yeah probably. But given there is still a 3-4 month wait for the Hybrid Camry, it may not come around that fast.",2019-Jul-23,whrl.pl/RfR0wy
